,Time,Latitude,Longitude,Bitrate,Distance
0,12:20:14.001000,52.315897586,10.561704095,90.6,7.921508188339535
1,12:20:14.001000,52.315897586,10.561704095,37.1,7.921508188339535
2,12:20:14.001000,52.315897586,10.561704095,36.2,7.921508188339535
3,12:20:15.001000,52.315897433,10.56170378,88.6,7.901859367520665
4,12:20:16.001000,52.315897057,10.561703294,96.4,7.8561832342549875
5,12:20:17.001000,52.315896671,10.561703123,97.5,7.812119254241453
6,12:20:18.001000,52.315896466,10.561700528,91.8,7.769587676892978
7,12:20:19.001000,52.315897336,10.561688311,94.9,7.826663144860356
8,12:20:20.001000,52.315898907,10.561668374,93.8,8.124022201499653
9,12:20:21.001000,52.315900722,10.561645356,99.6,8.726513598260043
10,12:20:22.001000,52.315901545,10.561620764,88.1,9.510925706798146
11,12:20:23.001000,52.315900064,10.561594877,90.7,10.358396537979177
12,12:20:24.001000,52.315893714,10.561572015,88.1,10.89728235195375
13,12:20:25.001000,52.315882328,10.56155207,82.4,11.184653790612721
14,12:20:26.001000,52.315866808,10.561538202,88.6,11.196904740620019
15,12:20:27.001000,52.315847628,10.561531852,103.0,10.959555469043412
16,12:20:28.001000,52.315829017,10.561531409,92.1,10.74904924432171
17,12:20:29.001000,52.315811989,10.561535306,94.4,10.613220394907843
18,12:20:30.001000,52.315798108,10.561541397,83.9,10.566540061921577
19,12:20:31.001000,52.315785961,10.561548008,94.3,10.644108166956554
20,12:20:32.001000,52.315774738,10.5615547,83.9,10.848734069655421
21,12:20:33.001000,52.315761489,10.561561375,83.9,11.352741645473934
22,12:20:34.001000,52.315744795,10.561569172,73.4,12.265619315145349
23,12:20:35.001000,52.315724793,10.56157599,73.4,13.738066412994572
24,12:20:36.001000,52.315703509,10.561580974,41.9,15.591355673958303
25,12:20:37.001000,52.315679753,10.561584321,41.9,17.87218034514055
26,12:20:38.001000,52.315654591,10.561584761,42.0,20.45913317431656
27,12:20:40.001000,52.315597931,10.561583055,21.0,26.493409289467852
28,12:20:42.001000,52.315535991,10.561573928,10.5,33.31880931362495
29,12:20:43.001000,52.315505458,10.561569718,10.5,36.69206408534671
